lat,long
40.781848,-73.979332
40.784548,-73.973662
40.790233,-73.969449
40.790353,-73.965787
40.803582,-73.967209
40.794905,-73.962403
40.803982,-73.958321
40.801844,-73.9592
40.783514,-73.959086
40.801941,-73.953586
40.795545,-73.961966
40.766117,-73.96761
40.780294,-73.961466
40.779524,-73.957744
40.777269,-73.978944
40.778074,-73.978442
40.773101,-73.962632
40.770585,-73.96869
40.7718,-73.967817
40.768641,-73.963827
40.77632,-73.960101
40.774352,-73.957535
40.772397,-73.958975
40.768921,-73.95867
40.769256,-73.955202
40.766111,-73.96566
40.764196,-73.958956
40.772619,-73.94147
40.801559,-73.952592
40.802013,-73.945567
40.796223,-73.947703
40.796887,-73.949281
40.793637,-73.947436
40.788405,-73.949135
40.784667,-73.954075
40.782057,-73.95175
40.780454,-73.949896
40.790656,-73.942491
40.78897,-73.940638
40.801917,-73.941385
40.794785,-73.936399
40.801994,-73.930288
40.803891,-73.930856
40.799536,-73.929046
40.777254,-73.943071
40.774109,-73.948827
40.771241,-73.947826
40.769725,-73.948507
40.76889,-73.949204
40.799735,-73.924819
40.796841,-73.975828
40.797259,-73.957167
40.768849,-73.972122
40.769664,-73.974652
40.77002,-73.974114
40.775891,-73.97542
40.773627,-73.936433
40.767257,-73.933921
40.766967,-73.935612
40.766469,-73.934618
40.773489,-73.926388
40.768745,-73.926113
40.776129,-73.9231
40.773984,-73.921835
40.779753,-73.91881
40.778942,-73.91771
40.807279,-73.924006
40.806679,-73.924606
40.785518,-73.984871
40.781817,-73.985355
40.785048,-73.980788
40.78055,-73.98027
40.808848,-73.965967
40.817286,-73.952307
40.817887,-73.94981
40.811429,-73.954096
40.812985,-73.951724
40.813819,-73.949855
40.810814,-73.952604
40.805838,-73.946889
40.807137,-73.946036
40.813494,-73.941317
40.812846,-73.939738
40.803975,-73.946206
40.805073,-73.934886
40.80672,-73.934941
40.803031,-73.930195
40.80423,-73.930984
40.801551,-73.97058
40.793997,-73.972333
40.797147,-73.973746
40.788203,-73.978431
40.790562,-73.979935
40.786921,-73.979435
40.790191,-73.97699
40.790278,-73.973263
40.78848,-73.967119
40.803702,-73.963351
40.797906,-73.963838
40.795469,-73.963852
40.782784,-73.95753
40.776288,-73.97609
40.77705,-73.961766
40.777588,-73.955025
40.772158,-73.95629
40.767718,-73.953478
40.760913,-73.952325
40.803325,-73.948767
40.792329,-73.950477
40.801333,-73.943946
40.800668,-73.942324
40.799403,-73.943242
40.794343,-73.946934
40.788495,-73.951214
40.783345,-73.952804
40.78903,-73.948698
40.80025,-73.935478
40.796707,-73.934893
40.793839,-73.934216
40.802073,-73.934145
40.786017,-73.939554
40.774849,-73.948303
40.772588,-73.946886
40.773355,-73.944694
40.796327,-73.920614
40.813047,-73.965529
40.794277,-73.959231
40.764422,-73.947843
40.794005,-73.959374
40.772453,-73.976652
40.803462,-73.93106
40.80145,-73.930226
40.785644,-73.935955
40.775993,-73.926546
40.775254,-73.931966
40.769967,-73.931695
40.783241,-73.917705
40.780631,-73.91562
40.785634,-73.914483
40.77247,-73.927751
40.774744,-73.922741
40.776473,-73.922578
40.776981,-73.921969
40.777352,-73.919627
40.773503,-73.921124
40.777641,-73.917523
40.810579,-73.929606
40.809479,-73.928906
40.806579,-73.930106
40.811179,-73.928506
40.806479,-73.924006
40.80415,-73.927732
40.804479,-73.921406
40.801779,-73.917306
40.789889,-73.980589
40.783806,-73.984001
40.783043,-73.982228
40.784761,-73.983931
40.777905,-73.982299
40.776677,-73.979424
40.80829,-73.966577
40.804934,-73.962455
40.805486,-73.959873
40.81266,-73.963084
40.811276,-73.957825
40.8095,-73.953608
40.809928,-73.953346
40.809712,-73.947885
40.805851,-73.950725
40.80521,-73.951162
40.805848,-73.944808
40.811038,-73.934504
40.813915,-73.9344
40.806418,-73.938129
40.805129,-73.936901
40.798456,-73.970965
40.797859,-73.969495
40.795985,-73.97087
40.792829,-73.967572
40.785815,-73.978704
40.789534,-73.977427
40.79151,-73.972324
40.785983,-73.969018
40.791684,-73.964804
40.796123,-73.955612
40.784188,-73.958627
40.794829,-73.944352
40.782873,-73.959588
40.766847,-73.969382
40.784706,-73.956046
40.781562,-73.956367
40.773771,-73.966398
40.76803,-73.968487
40.770544,-73.966654
40.768536,-73.96177
40.778203,-73.956581
40.776948,-73.955483
40.766388,-73.954482
40.764856,-73.964563
40.763571,-73.959458
40.764308,-73.953064
40.769338,-73.945324
40.772868,-73.941989
40.792921,-73.950084
40.79164,-73.951023
40.800659,-73.944405
40.79615,-73.94558
40.794317,-73.949057
40.792939,-73.945707
40.792982,-73.943799
40.785291,-73.953573
40.790374,-73.951919
40.789119,-73.950734
40.780164,-73.947081
40.790929,-73.945263
40.789696,-73.946137
40.788717,-73.943911
40.787081,-73.942035
40.782297,-73.944533
40.793252,-73.940656
40.801619,-73.931352
40.795953,-73.931235
40.791913,-73.935244
40.790418,-73.939584
40.784761,-73.94143
40.779032,-73.943534
40.780466,-73.927213
40.772476,-73.952996
40.767904,-73.949968
40.76623,-73.951363
40.81376,-73.964611
40.800873,-73.92997
40.76186,-73.949807
40.774872,-73.935781
40.762783,-73.940142
40.765757,-73.933323
40.766157,-73.930028
40.772756,-73.92858
40.774136,-73.927662
40.775628,-73.92592
40.775297,-73.925315
40.774492,-73.925753
40.773157,-73.930289
40.77156,-73.930385
40.770831,-73.924389
40.808479,-73.928906
40.810479,-73.927606
40.806079,-73.925106
40.805479,-73.921706
40.790831,-73.981502
40.765229,-73.973355
40.783199,-73.984654
40.800302,-73.971497
40.781778,-73.983232
40.783186,-73.980603
40.816996,-73.959397
40.807411,-73.964392
40.815818,-73.956672
40.812438,-73.960658
40.80766,-73.955006
40.806389,-73.954038
40.805908,-73.952914
40.810874,-73.950718
40.809005,-73.948366
40.811638,-73.942715
40.808338,-73.940892
40.805127,-73.941193
40.808331,-73.938833
40.804488,-73.93231
40.799097,-73.970506
40.793639,-73.973505
40.787562,-73.978933
40.78571,-73.976516
40.797003,-73.94954
